gm_number,wins,losses,division_rank,gb,c_li,streak,games_back,win_per,win_streak,losing_streak,team,season
135,75,60,2,5.0,2.39,-,-5,0.5555555555555556,0,1,NYY,2007
136,76,60,2,5.0,2.45,+,-5,0.5588235294117647,1,0,NYY,2007
137,76,61,2,6.0,2.45,-,-6,0.5547445255474452,0,1,NYY,2007
138,76,62,2,7.0,3.81,--,-7,0.5507246376811594,0,2,NYY,2007
139,77,62,2,7.0,4.14,+,-7,0.5539568345323741,1,0,NYY,2007
140,78,62,2,6.0,4.18,++,-6,0.5571428571428572,2,0,NYY,2007
141,79,62,2,6.5,2.62,+++,-6.5,0.5602836879432624,3,0,NYY,2007
142,80,62,2,5.5,2.38,++++,-5.5,0.5633802816901409,4,0,NYY,2007
143,81,62,2,5.5,2.22,+++++,-5.5,0.5664335664335665,5,0,NYY,2007
144,82,62,2,5.0,1.86,++++++,-5,0.5694444444444444,6,0,NYY,2007
145,83,62,2,5.0,1.33,+++++++,-5,0.5724137931034483,7,0,NYY,2007
146,83,63,2,5.5,1.19,-,-5.5,0.5684931506849316,0,1,NYY,2007
147,84,63,2,4.5,1.54,+,-4.5,0.5714285714285714,1,0,NYY,2007
148,84,64,2,5.5,1.48,-,-5.5,0.5675675675675675,0,1,NYY,2007
149,85,64,2,4.5,2.04,+,-4.5,0.5704697986577181,1,0,NYY,2007
150,86,64,2,3.5,2.08,++,-3.5,0.5733333333333334,2,0,NYY,2007
151,87,64,2,2.5,1.31,+++,-2.5,0.5761589403973509,3,0,NYY,2007
152,88,64,2,1.5,.68,++++,-1.5,0.5789473684210527,4,0,NYY,2007
153,88,65,2,2.5,.23,-,-2.5,0.5751633986928104,0,1,NYY,2007
154,89,65,2,2.5,.56,+,-2.5,0.577922077922078,1,0,NYY,2007
155,90,65,2,1.5,.16,++,-1.5,0.5806451612903226,2,0,NYY,2007
156,90,66,2,2.0,.06,-,-2,0.5769230769230769,0,1,NYY,2007
157,90,67,2,3.0,.02,--,-3,0.5732484076433121,0,2,NYY,2007
158,91,67,2,3.0,.05,+,-3,0.5759493670886076,1,0,NYY,2007
159,92,67,2,2.0,.00,++,-2,0.5786163522012578,2,0,NYY,2007
160,92,68,2,3.0,.00,-,-3,0.575,0,1,NYY,2007
161,93,68,2,3.0,.00,+,-3,0.577639751552795,1,0,NYY,2007
162,94,68,2,2.0,.00,++,-2,0.5802469135802469,2,0,NYY,2007
1,1,0,1,Tied,1.09,+,0,1,1,0,NYY,2008
2,1,1,2,1.0,1.11,-,-1,0.5,0,1,NYY,2008
3,2,1,2,0.5,1.04,+,-0.5,0.6666666666666666,1,0,NYY,2008
4,2,2,4,0.5,1.11,-,-0.5,0.5,0,1,NYY,2008
5,2,3,5,1.5,1.05,--,-1.5,0.4,0,2,NYY,2008
6,3,3,4,1.5,1.05,+,-1.5,0.5,1,0,NYY,2008
7,4,3,3,1.5,1.07,++,-1.5,0.5714285714285714,2,0,NYY,2008
8,4,4,3,2.5,1.01,-,-2.5,0.5,0,1,NYY,2008
9,4,5,3,3.0,.97,--,-3,0.4444444444444444,0,2,NYY,2008
10,5,5,2,1.5,.95,+,-1.5,0.5,1,0,NYY,2008
11,6,5,2,0.5,1.12,++,-0.5,0.5454545454545454,2,0,NYY,2008
12,6,6,3,1.5,1.14,-,-1.5,0.5,0,1,NYY,2008
13,6,7,5,1.5,1.11,--,-1.5,0.46153846153846156,0,2,NYY,2008
14,7,7,4,1.5,1.05,+,-1.5,0.5,1,0,NYY,2008
15,8,7,4,1.0,1.09,++,-1,0.5333333333333333,2,0,NYY,2008
16,9,7,1,Tied,1.18,+++,0,0.5625,3,0,NYY,2008
17,9,8,3,1.0,1.28,-,-1,0.5294117647058824,0,1,NYY,2008
18,9,9,3,2.0,1.20,--,-2,0.5,0,2,NYY,2008
19,9,10,4,3.0,1.16,---,-3,0.47368421052631576,0,3,NYY,2008
20,10,10,4,3.0,1.12,+,-3,0.5,1,0,NYY,2008
21,11,10,3,3.5,1.00,++,-3.5,0.5238095238095238,2,0,NYY,2008
22,12,10,3,2.5,1.10,+++,-2.5,0.5454545454545454,3,0,NYY,2008
23,12,11,3,2.5,1.17,-,-2.5,0.5217391304347826,0,1,NYY,2008
24,12,12,4,2.5,1.09,--,-2.5,0.5,0,2,NYY,2008
25,12,13,4,2.5,1.08,---,-2.5,0.48,0,3,NYY,2008
26,13,13,4,1.5,1.01,+,-1.5,0.5,1,0,NYY,2008
27,14,13,4,1.5,1.11,++,-1.5,0.5185185185185185,2,0,NYY,2008
28,14,14,4,2.5,1.12,-,-2.5,0.5,0,1,NYY,2008
29,14,15,4,3.0,1.07,--,-3,0.4827586206896552,0,2,NYY,2008
30,14,16,4,3.0,1.03,---,-3,0.4666666666666667,0,3,NYY,2008
31,15,16,4,3.0,.95,+,-3,0.4838709677419355,1,0,NYY,2008
32,16,16,4,3.0,1.00,++,-3,0.5,2,0,NYY,2008
33,17,16,3,3.0,1.05,+++,-3,0.5151515151515151,3,0,NYY,2008
34,17,17,3,4.5,1.10,-,-4.5,0.5,0,1,NYY,2008
35,17,18,3,4.5,1.04,--,-4.5,0.4857142857142857,0,2,NYY,2008
36,18,18,3,4.5,.99,+,-4.5,0.5,1,0,NYY,2008
37,18,19,4,4.5,1.00,-,-4.5,0.4864864864864865,0,1,NYY,2008
38,19,19,4,4.5,.96,+,-4.5,0.5,1,0,NYY,2008
39,19,20,4,4.0,1.20,-,-4,0.48717948717948717,0,1,NYY,2008
40,19,21,4,4.5,1.13,--,-4.5,0.475,0,2,NYY,2008
41,20,21,4,3.5,1.08,+,-3.5,0.4878048780487805,1,0,NYY,2008
42,20,22,5,4.5,1.11,-,-4.5,0.47619047619047616,0,1,NYY,2008
43,20,23,5,5.0,.85,--,-5,0.46511627906976744,0,2,NYY,2008
44,20,24,5,6.0,.78,---,-6,0.45454545454545453,0,3,NYY,2008
45,20,25,5,7.5,.81,----,-7.5,0.4444444444444444,0,4,NYY,2008
46,21,25,5,7.5,.69,+,-7.5,0.45652173913043476,1,0,NYY,2008
47,22,25,5,7.5,.77,++,-7.5,0.46808510638297873,2,0,NYY,2008
48,23,25,5,6.5,.72,+++,-6.5,0.4791666666666667,3,0,NYY,2008
49,24,25,5,5.5,.82,++++,-5.5,0.4897959183673469,4,0,NYY,2008
50,25,25,4,5.0,.84,+++++,-5,0.5,5,0,NYY,2008
51,25,26,5,6.0,.99,-,-6,0.49019607843137253,0,1,NYY,2008
52,25,27,5,6.0,.92,--,-6,0.4807692307692308,0,2,NYY,2008
53,26,27,5,6.0,.90,+,-6,0.49056603773584906,1,0,NYY,2008
54,27,27,4,5.5,.89,++,-5.5,0.5,2,0,NYY,2008
55,28,27,4,5.5,.93,+++,-5.5,0.509090909090909,3,0,NYY,2008
56,28,28,4,6.5,1.00,-,-6.5,0.5,0,1,NYY,2008
57,28,29,4,7.0,.95,--,-7,0.49122807017543857,0,2,NYY,2008
58,28,30,5,7.0,.93,---,-7,0.4827586206896552,0,3,NYY,2008
59,29,30,4,6.5,.83,+,-6.5,0.4915254237288136,1,0,NYY,2008
60,30,30,4,6.5,.89,++,-6.5,0.5,2,0,NYY,2008
61,30,31,5,6.5,.85,-,-6.5,0.4918032786885246,0,1,NYY,2008
62,31,31,4,6.5,.78,+,-6.5,0.5,1,0,NYY,2008
63,32,31,3,6.5,.81,++,-6.5,0.5079365079365079,2,0,NYY,2008
64,32,32,4,7.0,.92,-,-7,0.5,0,1,NYY,2008
65,33,32,4,6.0,.87,+,-6,0.5076923076923077,1,0,NYY,2008
66,33,33,4,7.0,.98,-,-7,0.5,0,1,NYY,2008
67,34,33,3,7.0,.94,+,-7,0.5074626865671642,1,0,NYY,2008
68,35,33,3,6.0,.95,++,-6,0.5147058823529411,2,0,NYY,2008
69,36,33,3,6.0,1.01,+++,-6,0.5217391304347826,3,0,NYY,2008
70,37,33,3,6.0,1.02,++++,-6,0.5285714285714286,4,0,NYY,2008
71,38,33,3,5.5,1.14,+++++,-5.5,0.5352112676056338,5,0,NYY,2008
72,39,33,3,5.5,1.15,++++++,-5.5,0.5416666666666666,6,0,NYY,2008
73,40,33,3,5.0,1.20,+++++++,-5,0.547945205479452,7,0,NYY,2008
74,40,34,3,5.0,1.24,-,-5,0.5405405405405406,0,1,NYY,2008
75,40,35,3,5.0,1.22,--,-5,0.5333333333333333,0,2,NYY,2008
76,41,35,3,5.0,1.14,+,-5,0.5394736842105263,1,0,NYY,2008
77,41,36,3,5.5,1.27,-,-5.5,0.5324675324675324,0,1,NYY,2008
78,42,36,3,5.5,1.12,+,-5.5,0.5384615384615384,1,0,NYY,2008
79,42,37,3,6.0,1.16,-,-6,0.5316455696202531,0,1,NYY,2008
80,43,37,3,6.0,1.05,+,-6,0.5375,1,0,NYY,2008
81,44,37,3,5.0,1.03,++,-5,0.5432098765432098,2,0,NYY,2008
82,44,38,3,5.5,1.21,-,-5.5,0.5365853658536586,0,1,NYY,2008
83,44,39,3,6.5,1.18,--,-6.5,0.5301204819277109,0,2,NYY,2008
84,44,40,3,7.5,1.09,---,-7.5,0.5238095238095238,0,3,NYY,2008
85,45,40,3,7.5,.98,+,-7.5,0.5294117647058824,1,0,NYY,2008
86,45,41,3,8.0,1.31,-,-8,0.5232558139534884,0,1,NYY,2008
87,45,42,4,9.0,1.15,--,-9,0.5172413793103449,0,2,NYY,2008
88,46,42,3,9.0,.93,+,-9,0.5227272727272727,1,0,NYY,2008
89,47,42,3,9.0,1.09,++,-9,0.5280898876404494,2,0,NYY,2008
90,48,42,3,7.5,1.09,+++,-7.5,0.5333333333333333,3,0,NYY,2008
91,49,42,3,6.5,1.18,++++,-6.5,0.5384615384615384,4,0,NYY,2008
92,49,43,3,6.5,1.09,-,-6.5,0.532608695652174,0,1,NYY,2008
93,49,44,3,6.5,1.05,--,-6.5,0.5268817204301075,0,2,NYY,2008
94,50,44,3,5.5,1.02,+,-5.5,0.5319148936170213,1,0,NYY,2008
95,50,45,3,6.0,1.14,-,-6,0.5263157894736842,0,1,NYY,2008
96,51,45,3,5.5,1.09,+,-5.5,0.53125,1,0,NYY,2008
97,52,45,3,5.5,1.18,++,-5.5,0.5360824742268041,2,0,NYY,2008
98,53,45,3,4.5,1.32,+++,-4.5,0.5408163265306123,3,0,NYY,2008
99,54,45,3,4.5,1.51,++++,-4.5,0.5454545454545454,4,0,NYY,2008
100,55,45,3,3.5,1.55,+++++,-3.5,0.55,5,0,NYY,2008
101,56,45,3,3.5,1.62,++++++,-3.5,0.5544554455445545,6,0,NYY,2008
102,57,45,3,3.0,2.04,+++++++,-3,0.5588235294117647,7,0,NYY,2008
103,58,45,3,3.0,2.17,++++++++,-3,0.5631067961165048,8,0,NYY,2008
104,58,46,3,3.0,2.32,-,-3,0.5576923076923077,0,1,NYY,2008
105,58,47,3,3.0,1.70,--,-3,0.5523809523809524,0,2,NYY,2008
106,58,48,3,4.0,1.69,---,-4,0.5471698113207547,0,3,NYY,2008
107,59,48,3,4.0,1.64,+,-4,0.5514018691588785,1,0,NYY,2008
108,59,49,3,4.5,1.70,-,-4.5,0.5462962962962963,0,1,NYY,2008
109,59,50,3,5.5,1.59,--,-5.5,0.5412844036697247,0,2,NYY,2008
110,60,50,3,5.5,1.46,+,-5.5,0.5454545454545454,1,0,NYY,2008
111,61,50,3,5.5,1.54,++,-5.5,0.5495495495495496,2,0,NYY,2008
112,61,51,3,5.5,1.70,-,-5.5,0.5446428571428571,0,1,NYY,2008
113,61,52,3,6.5,1.69,--,-6.5,0.5398230088495575,0,2,NYY,2008
114,62,52,3,6.5,1.52,+,-6.5,0.543859649122807,1,0,NYY,2008
115,63,52,3,5.5,1.46,++,-5.5,0.5478260869565217,2,0,NYY,2008
116,63,53,3,6.5,1.53,-,-6.5,0.5431034482758621,0,1,NYY,2008
117,63,54,3,7.5,1.45,--,-7.5,0.5384615384615384,0,2,NYY,2008
118,63,55,3,8.5,1.24,---,-8.5,0.5338983050847458,0,3,NYY,2008
119,63,56,3,9.0,1.25,----,-9,0.5294117647058824,0,4,NYY,2008
120,64,56,3,8.0,1.01,+,-8,0.5333333333333333,1,0,NYY,2008
121,64,57,3,9.0,1.09,-,-9,0.5289256198347108,0,1,NYY,2008
122,64,58,3,10.5,.67,--,-10.5,0.5245901639344263,0,2,NYY,2008
123,65,58,3,9.5,.53,+,-9.5,0.5284552845528455,1,0,NYY,2008
124,66,58,3,9.5,.69,++,-9.5,0.532258064516129,2,0,NYY,2008
125,66,59,3,11.0,.78,-,-11,0.528,0,1,NYY,2008
126,67,59,3,10.0,.49,+,-10,0.5317460317460317,1,0,NYY,2008
127,67,60,3,10.5,.71,-,-10.5,0.5275590551181102,0,1,NYY,2008
128,68,60,3,10.5,.52,+,-10.5,0.53125,1,0,NYY,2008
129,69,60,3,10.5,.57,++,-10.5,0.5348837209302325,2,0,NYY,2008
130,70,60,3,9.5,.79,+++,-9.5,0.5384615384615384,3,0,NYY,2008
131,70,61,3,9.5,1.29,-,-9.5,0.5343511450381679,0,1,NYY,2008
132,70,62,3,10.5,.91,--,-10.5,0.5303030303030303,0,2,NYY,2008
133,71,62,3,10.5,.53,+,-10.5,0.5338345864661654,1,0,NYY,2008
134,72,62,3,10.5,.48,++,-10.5,0.5373134328358209,2,0,NYY,2008
135,72,63,3,11.5,.48,-,-11.5,0.5333333333333333,0,1,NYY,2008
136,72,64,3,12.5,.29,--,-12.5,0.5294117647058824,0,2,NYY,2008
137,73,64,3,12.0,.25,+,-12,0.5328467153284672,1,0,NYY,2008
138,74,64,3,11.0,.28,++,-11,0.5362318840579711,2,0,NYY,2008
139,75,64,3,10.0,.32,+++,-10,0.539568345323741,3,0,NYY,2008
140,75,65,3,11.0,.39,-,-11,0.5357142857142857,0,1,NYY,2008
141,75,66,3,11.0,.23,--,-11,0.5319148936170213,0,2,NYY,2008
142,76,66,3,10.0,.10,+,-10,0.5352112676056338,1,0,NYY,2008
143,76,67,4,10.0,.20,-,-10,0.5314685314685315,0,1,NYY,2008
144,76,68,4,10.0,.10,--,-10,0.5277777777777778,0,2,NYY,2008
145,77,68,4,10.0,.06,+,-10,0.5310344827586206,1,0,NYY,2008
146,77,69,4,11.0,.08,-,-11,0.5273972602739726,0,1,NYY,2008
147,77,70,4,11.0,.03,--,-11,0.5238095238095238,0,2,NYY,2008
148,78,70,4,11.0,.01,+,-11,0.527027027027027,1,0,NYY,2008
149,79,70,4,10.0,.01,++,-10,0.5302013422818792,2,0,NYY,2008
150,80,70,3,9.0,.02,+++,-9,0.5333333333333333,3,0,NYY,2008
151,80,71,3,10.0,.02,-,-10,0.5298013245033113,0,1,NYY,2008
152,81,71,3,10.0,.00,+,-10,0.5328947368421053,1,0,NYY,2008
153,82,71,3,9.0,.01,++,-9,0.5359477124183006,2,0,NYY,2008
154,83,71,3,9.0,.01,+++,-9,0.538961038961039,3,0,NYY,2008
155,84,71,3,9.0,.01,++++,-9,0.5419354838709678,4,0,NYY,2008
156,85,71,3,8.0,.03,+++++,-8,0.5448717948717948,5,0,NYY,2008
157,86,71,3,9.0,.02,++++++,-9,0.5477707006369427,6,0,NYY,2008
158,87,71,3,9.0,.00,+++++++,-9,0.5506329113924051,7,0,NYY,2008
159,87,72,3,9.0,.00,-,-9,0.5471698113207547,0,1,NYY,2008
160,88,72,3,8.0,.00,+,-8,0.55,1,0,NYY,2008
161,89,72,3,8.0,.00,++,-8,0.5527950310559007,2,0,NYY,2008
162,89,73,3,8.0,.00,-,-8,0.5493827160493827,0,1,NYY,2008
1,0,1,5,1.0,1.11,-,-1,0,0,1,NYY,2009
2,0,2,5,2.0,1.07,--,-2,0,0,2,NYY,2009
3,1,2,4,1.5,1.00,+,-1.5,0.3333333333333333,1,0,NYY,2009
4,2,2,3,1.5,.99,++,-1.5,0.5,2,0,NYY,2009
5,3,2,3,1.5,1.05,+++,-1.5,0.6,3,0,NYY,2009
6,3,3,3,1.5,1.06,-,-1.5,0.5,0,1,NYY,2009
7,3,4,4,2.5,1.15,--,-2.5,0.42857142857142855,0,2,NYY,2009
8,4,4,3,2.0,1.10,+,-2,0.5,1,0,NYY,2009
9,5,4,3,1.5,1.15,++,-1.5,0.5555555555555556,2,0,NYY,2009
10,5,5,3,2.5,1.08,-,-2.5,0.5,0,1,NYY,2009
11,6,5,3,1.5,1.05,+,-1.5,0.5454545454545454,1,0,NYY,2009
12,6,6,3,2.5,1.08,-,-2.5,0.5,0,1,NYY,2009
13,7,6,2,2.5,1.06,+,-2.5,0.5384615384615384,1,0,NYY,2009
14,8,6,2,1.5,1.06,++,-1.5,0.5714285714285714,2,0,NYY,2009
15,9,6,2,1.5,1.09,+++,-1.5,0.6,3,0,NYY,2009
16,9,7,3,3.0,1.33,-,-3,0.5625,0,1,NYY,2009
17,9,8,3,3.0,1.24,--,-3,0.5294117647058824,0,2,NYY,2009
18,9,9,3,4.0,1.30,---,-4,0.5,0,3,NYY,2009
19,9,10,3,4.0,1.06,----,-4,0.47368421052631576,0,4,NYY,2009
20,10,10,3,4.0,1.02,+,-4,0.5,1,0,NYY,2009
21,11,10,3,3.0,1.02,++,-3,0.5238095238095238,2,0,NYY,2009
22,12,10,3,2.0,1.10,+++,-2,0.5454545454545454,3,0,NYY,2009
23,13,10,3,2.0,1.10,++++,-2,0.5652173913043478,4,0,NYY,2009
24,13,11,3,3.0,1.18,-,-3,0.5416666666666666,0,1,NYY,2009
25,13,12,3,3.5,1.36,--,-3.5,0.52,0,2,NYY,2009
26,13,13,3,4.5,1.30,---,-4.5,0.5,0,3,NYY,2009
27,13,14,3,5.5,1.04,----,-5.5,0.48148148148148145,0,4,NYY,2009
28,13,15,3,5.5,1.01,-----,-5.5,0.4642857142857143,0,5,NYY,2009
29,14,15,3,4.5,.88,+,-4.5,0.4827586206896552,1,0,NYY,2009
30,14,16,3,5.5,1.00,-,-5.5,0.4666666666666667,0,1,NYY,2009
31,15,16,3,5.5,.94,+,-5.5,0.4838709677419355,1,0,NYY,2009
32,15,17,3,6.5,1.09,-,-6.5,0.46875,0,1,NYY,2009
33,16,17,3,5.5,1.03,+,-5.5,0.48484848484848486,1,0,NYY,2009
34,17,17,3,4.5,1.18,++,-4.5,0.5,2,0,NYY,2009
35,18,17,3,4.5,1.12,+++,-4.5,0.5142857142857142,3,0,NYY,2009
36,19,17,3,4.5,1.11,++++,-4.5,0.5277777777777778,4,0,NYY,2009
37,20,17,3,4.5,1.19,+++++,-4.5,0.5405405405405406,5,0,NYY,2009
38,21,17,3,4.5,1.20,++++++,-4.5,0.5526315789473685,6,0,NYY,2009
39,22,17,3,3.5,1.27,+++++++,-3.5,0.5641025641025641,7,0,NYY,2009
40,23,17,3,2.5,1.30,++++++++,-2.5,0.575,8,0,NYY,2009
41,24,17,3,1.5,1.31,+++++++++,-1.5,0.5853658536585366,9,0,NYY,2009
42,24,18,3,1.5,1.27,-,-1.5,0.5714285714285714,0,1,NYY,2009
43,25,18,2,0.5,1.33,+,-0.5,0.5813953488372093,1,0,NYY,2009
44,25,19,3,1.0,1.26,-,-1,0.5681818181818182,0,1,NYY,2009
45,26,19,2,1.0,1.38,+,-1,0.5777777777777777,1,0,NYY,2009
46,26,20,2,1.0,1.44,-,-1,0.5652173913043478,0,1,NYY,2009
47,27,20,1,Tied,1.41,+,0,0.574468085106383,1,0,NYY,2009
48,28,20,1,up 0.5,1.40,++,0.5,0.5833333333333334,2,0,NYY,2009
49,29,20,1,up 1.5,1.42,+++,1.5,0.5918367346938775,3,0,NYY,2009
50,29,21,1,up 0.5,1.43,-,0.5,0.58,0,1,NYY,2009
51,30,21,1,up 1.0,1.45,+,1,0.5882352941176471,1,0,NYY,2009
52,31,21,1,up 1.0,1.48,++,1,0.5961538461538461,2,0,NYY,2009
53,31,22,1,Tied,1.46,-,0,0.5849056603773585,0,1,NYY,2009
54,32,22,1,Tied,1.50,+,0,0.5925925925925926,1,0,NYY,2009
55,32,23,2,0.5,1.62,-,-0.5,0.5818181818181818,0,1,NYY,2009
56,33,23,1,up 0.5,1.63,+,0.5,0.5892857142857143,1,0,NYY,2009
57,34,23,1,up 1.0,1.63,++,1,0.5964912280701754,2,0,NYY,2009
58,34,24,1,Tied,1.74,-,0,0.5862068965517241,0,1,NYY,2009
59,34,25,2,1.0,1.83,--,-1,0.576271186440678,0,2,NYY,2009
60,34,26,2,2.0,1.82,---,-2,0.5666666666666667,0,3,NYY,2009
61,35,26,2,2.0,1.44,+,-2,0.5737704918032787,1,0,NYY,2009
62,35,27,2,3.0,1.47,-,-3,0.5645161290322581,0,1,NYY,2009
63,36,27,2,2.0,1.41,+,-2,0.5714285714285714,1,0,NYY,2009
64,37,27,2,2.0,1.45,++,-2,0.578125,2,0,NYY,2009
65,37,28,2,3.0,1.43,-,-3,0.5692307692307692,0,1,NYY,2009
66,37,29,2,3.0,1.51,--,-3,0.5606060606060606,0,2,NYY,2009
67,38,29,2,2.0,1.41,+,-2,0.5671641791044776,1,0,NYY,2009
68,38,30,2,3.0,1.54,-,-3,0.5588235294117647,0,1,NYY,2009
69,38,31,2,4.0,1.55,--,-4,0.5507246376811594,0,2,NYY,2009
70,38,32,2,5.0,1.37,---,-5,0.5428571428571428,0,3,NYY,2009
71,39,32,2,5.0,1.41,+,-5,0.5492957746478874,1,0,NYY,2009
72,40,32,2,4.0,1.38,++,-4,0.5555555555555556,2,0,NYY,2009
73,41,32,2,4.0,1.48,+++,-4,0.5616438356164384,3,0,NYY,2009
74,42,32,2,4.0,1.50,++++,-4,0.5675675675675675,4,0,NYY,2009
75,43,32,2,3.0,1.43,+++++,-3,0.5733333333333334,5,0,NYY,2009
76,44,32,2,2.5,1.59,++++++,-2.5,0.5789473684210527,6,0,NYY,2009
77,45,32,2,2.5,1.68,+++++++,-2.5,0.5844155844155844,7,0,NYY,2009
78,45,33,2,3.0,1.64,-,-3,0.5769230769230769,0,1,NYY,2009
79,46,33,2,2.0,1.77,+,-2,0.5822784810126582,1,0,NYY,2009
80,47,33,2,1.0,1.84,++,-1,0.5875,2,0,NYY,2009
81,48,33,2,1.0,1.76,+++,-1,0.5925925925925926,3,0,NYY,2009
82,48,34,2,1.0,1.67,-,-1,0.5853658536585366,0,1,NYY,2009
83,49,34,2,1.0,1.65,+,-1,0.5903614457831325,1,0,NYY,2009
84,50,34,2,1.0,1.63,++,-1,0.5952380952380952,2,0,NYY,2009
85,51,34,1,Tied,1.60,+++,0,0.6,3,0,NYY,2009
86,51,35,2,1.0,1.51,-,-1,0.5930232558139535,0,1,NYY,2009
87,51,36,2,2.0,1.66,--,-2,0.5862068965517241,0,2,NYY,2009
88,51,37,2,3.0,1.74,---,-3,0.5795454545454546,0,3,NYY,2009
89,52,37,2,3.0,1.69,+,-3,0.5842696629213483,1,0,NYY,2009
90,53,37,2,2.0,1.68,++,-2,0.5888888888888889,2,0,NYY,2009
91,54,37,2,1.0,1.71,+++,-1,0.5934065934065934,3,0,NYY,2009
92,55,37,1,Tied,1.65,++++,0,0.5978260869565217,4,0,NYY,2009
93,56,37,1,up 1.0,1.55,+++++,1,0.6021505376344086,5,0,NYY,2009
94,57,37,1,up 2.0,1.56,++++++,2,0.6063829787234043,6,0,NYY,2009
95,58,37,1,up 2.5,1.47,+++++++,2.5,0.6105263157894737,7,0,NYY,2009
96,59,37,1,up 2.5,1.34,++++++++,2.5,0.6145833333333334,8,0,NYY,2009
97,59,38,1,up 1.5,1.33,-,1.5,0.6082474226804123,0,1,NYY,2009
98,60,38,1,up 2.5,1.38,+,2.5,0.6122448979591837,1,0,NYY,2009
99,61,38,1,up 2.5,1.59,++,2.5,0.6161616161616161,2,0,NYY,2009
100,61,39,1,up 2.5,1.44,-,2.5,0.61,0,1,NYY,2009
101,62,39,1,up 3.5,1.60,+,3.5,0.6138613861386139,1,0,NYY,2009
102,62,40,1,up 2.5,1.11,-,2.5,0.6078431372549019,0,1,NYY,2009
103,62,41,1,up 1.5,1.25,--,1.5,0.6019417475728155,0,2,NYY,2009
104,62,42,1,up 0.5,1.43,---,0.5,0.5961538461538461,0,3,NYY,2009
105,63,42,1,up 0.5,1.52,+,0.5,0.6,1,0,NYY,2009
106,64,42,1,up 1.5,1.52,++,1.5,0.6037735849056604,2,0,NYY,2009
107,65,42,1,up 2.5,1.34,+++,2.5,0.6074766355140186,3,0,NYY,2009
108,66,42,1,up 3.5,1.62,++++,3.5,0.6111111111111112,4,0,NYY,2009
109,67,42,1,up 4.5,1.49,+++++,4.5,0.6146788990825688,5,0,NYY,2009
110,68,42,1,up 5.5,1.32,++++++,5.5,0.6181818181818182,6,0,NYY,2009
111,69,42,1,up 6.5,1.13,+++++++,6.5,0.6216216216216216,7,0,NYY,2009
112,69,43,1,up 5.5,.73,-,5.5,0.6160714285714286,0,1,NYY,2009
113,70,43,1,up 5.5,.83,+,5.5,0.6194690265486725,1,0,NYY,2009
114,71,43,1,up 5.5,.70,++,5.5,0.6228070175438597,2,0,NYY,2009
115,72,43,1,up 6.5,.65,+++,6.5,0.6260869565217392,3,0,NYY,2009
116,73,43,1,up 6.5,.57,++++,6.5,0.6293103448275862,4,0,NYY,2009
117,74,43,1,up 7.5,.42,+++++,7.5,0.6324786324786325,5,0,NYY,2009
118,74,44,1,up 7.5,.32,-,7.5,0.6271186440677966,0,1,NYY,2009
119,74,45,1,up 7.0,.38,--,7,0.6218487394957983,0,2,NYY,2009
120,75,45,1,up 7.0,.48,+,7,0.625,1,0,NYY,2009
121,76,45,1,up 7.0,.40,++,7,0.628099173553719,2,0,NYY,2009
122,77,45,1,up 7.5,.51,+++,7.5,0.6311475409836066,3,0,NYY,2009
123,77,46,1,up 6.5,.36,-,6.5,0.6260162601626016,0,1,NYY,2009
124,78,46,1,up 7.5,.46,+,7.5,0.6290322580645161,1,0,NYY,2009
125,78,47,1,up 6.0,.31,-,6,0.624,0,1,NYY,2009
126,79,47,1,up 6.0,.46,+,6,0.626984126984127,1,0,NYY,2009
127,79,48,1,up 6.0,.32,-,6,0.6220472440944882,0,1,NYY,2009
128,80,48,1,up 6.0,.33,+,6,0.625,1,0,NYY,2009
129,81,48,1,up 6.0,.27,++,6,0.627906976744186,2,0,NYY,2009
130,82,48,1,up 6.0,.23,+++,6,0.6307692307692307,3,0,NYY,2009
